classe;cote_range;description
NA;NA9010;Congresses
NA;NA9010.5;Encyclopedias, dictionaries, glossaries, etc.
NA;NA9012;Study and teaching. Research
NA;NA9013;City planning as a profession
NA;NA9015.A-Z;United States. By city and gallery or other place of exhibition, A-Z
NA;NA9016.A-Z;Other countries. By country and city, A-Z
NA;NA9027;Early works (to 1870)
NA;NA9030;1870-1944
NA;NA9031;1945-
NA;NA9035;Minor works
NA;NA9040;Collections
NA;NA9045;Single papers
NA;NA9050;General special
NA;NA9050.5;Public architecture
NA;NA9051;General works
NA;NA9051.4;Cluster housing
NA;NA9051.5;Zero lot line housing
NA;NA9052;Beautifications
NA;NA9053.A-Z;Others, A-Z
NA;NA9068;Marketplaces
NA;NA9070;General works
NA;NA9072.A-Z;Special squares. By city and square or promenade, A-Z
NA;NA9074;Pedestrian areas. Sidewalks
NA;NA9080;Collective
NA;NA9085.A-Z;Individual, A-Z
NA;NA9090;General works
NA;NA9092;Ancient
NA;NA9093;General works
NA;NA9093.9;Islamic
NA;NA9094;General works
NA;NA9094.3;Renaissance
NA;NA9094.8;19th century
NA;NA9095;20th century
NA;NA9100;Collections of plans (not limited to a single country or city)
NA;NA9101-9285;Special countries and cities (Table N2)
NA;NA9319;Early works through 1800
NA;NA9320;1801-
NA;NA9325;General works
NA;NA9330.A-Z;Special countries, A-Z
NA;NA9335;General works
NA;NA9340.A-Z;Special cities or other local, A-Z
NA;NA9343;Medieval
NA;NA9345;Modern
NA;NA9347;United States
NA;NA9348.A-Z;Other regions or countries, A-Z
NA;NA9350.A-Z;United States. By city, A-Z
NA;NA9355.A-Z;Other countries. By city, A-Z
NA;NA9360;General works
NA;NA9365;General works
NA;NA9370.A-Z;Special cities or other local, A-Z
NA;NA9373;Medieval
NA;NA9375;General works
NA;NA9377;United States
NA;NA9378.A-Z;Other regions or countries, A-Z
NA;NA9380.A-Z;Special cities or other local, A-Z
NA;NA9400;General works
NA;NA9405;General works
NA;NA9410.A-Z;By city, A-Z
NA;NA9415.A-Z;Cities in other countries, A-Z
NA;NA9420;Catalogs
NA;NA9425;Electric fountains
NA;NA9426;General works
NA;NA9427;United States
NA;NA9428.A-Z;Other regions or countries, A-Z
NB;NB1;Periodicals and societies
NB;NB16.A-Z;United States. By city and museum or other place of exhibition, A-Z
NB;NB17.A-Z;Other countries. By country and city, A-Z
NB;NB20;Collective
NB;NB23.A-Z;Special countries, A-Z
NB;NB25.A-Z;United States. By city and museum, A-Z
NB;NB27.A-Z;Other countries. By country and city, A-Z
NB;NB30.A-Z;Private collections. By collector, A-Z
NB;NB33;Catalogs of photographs of sculpture
NB;NB35;Trade catalogs
NB;NB35.5;Auction catalogs
NB;NB36;Indexes to sculpture
NB;NB40;Congresses
NB;NB43;Several authors
NB;NB45.A-Z;Individual authors, A-Z
NB;NB50;Dictionaries. Encyclopedias
NB;NB60;General works
NB;NB61;Minor. Essays
NB;NB61.3;Intercultural relations in sculpture (General)
NB;NB61.5;Prehistoric sculpture
NB;NB62;General works
NB;NB64;General special
NB;NB69;Early works to 1850
NB;NB70;1850-
NB;NB71.A-Z;Special collections. By city and museum or private collector, A-Z
NB;NB75;Egyptian
NB;NB80;Assyro-Babylonian. Sumerian. Persian
NB;NB85;Classical
NB;NB86;Iconographies
NB;NB87.A-Z;Special collections. By city and museum or private collector, A-Z
NB;NB90;General works
NB;NB91.A-Z;Special localities, A-Z (place of origin)
NB;NB92;Elgin marbles
NB;NB93;Color in Greek sculpture
NB;NB94;General special
NB;NB98;Lysippus
NB;NB100;Phidias
NB;NB101;Polycletus
NB;NB102;Praxiteles
NB;NB103;Pythagoras of Rhegion
NB;NB104;Scopas
NB;NB105.A-Z;Other, A-Z
NB;NB108;Italian
NB;NB110;Etruscan
NB;NB113;Nuraghic
NB;NB115;Roman
NB;NB116.A-Z;Special Italian cities (other than Rome), A-Z
NB;NB118.A-Z;Remains in countries other than Italy, A-Z
NB;NB120.A-Z;Special sculptors, A-Z
NB;NB130.A-Z;Other ancient, A-Z
NB;NB133;General works
NB;NB133.5.A-Z;Special, A-Z
NB;NB133.7.A-Z;Special topics, A-Z
NB;NB134;General works
NB;NB135;Classical
NB;NB140;Greek. Hellenistic
NB;NB141;Etruscan
NB;NB142;General works
NB;NB142.5.A-Z;Special Italian cities (other than Rome), A-Z
NB;NB142.7.A-Z;In countries other than Italy, A-Z
NB;NB142.8.A-Z;Other special, A-Z
NB;NB143;Sepulchral monuments
NB;NB145;Terra cottas
NB;NB150;Statuettes. Figurines. Reliefs
NB;NB153;Classical
NB;NB155;Greek
NB;NB157;Tanagra
NB;NB158;Asia Minor
NB;NB158.5.A-Z;Other regions or countries, A-Z
NB;NB158.7;Etruscan
NB;NB158.9;Roman
NB;NB159.A-Z;Other special, A-Z
NB;NB160;Mythological
NB;NB163.A-Z;Special, A-Z
NB;NB165.A-Z;Special, A-Z
NB;NB169;Other (not A-Z)
NB;NB170;Medieval sculpture
NB;NB171;Carolingian
NB;NB172;Byzantine
NB;NB175;Romanesque
NB;NB180;Gothic
NB;NB190;Renaissance
NB;NB193;17th and 18th centuries. Baroque. Rococo
NB;NB197;19th and 20th centuries
NB;NB197.3;General works
NB;NB197.5.A-Z;Special aspects or movements, A-Z
NB;NB198;General works
NB;NB198.3.A-Z;Private collections. By collector, A-Z
NB;NB198.5.A-Z;Special aspects or movements, A-Z
NB;NB198.6;General works
NB;NB198.7.A-Z;Special aspects or movements, A-Z
NB;NB199;Jewish sculpture
NB;NB201-1114;Special regions or countries (Table N5 modified)
NB;NB212;General works
NB;NB212.5.A-Z;Special aspects or movements, A-Z
NB;NB457;General works
NB;NB457.5.A-Z;Special aspects or movements, A-Z
NB;NB467;General works
NB;NB467.5.A-Z;Special aspects or movements, A-Z
NB;NB545;General works
NB;NB545.5.A-Z;Special aspects, A-Z
NB;NB568;General works
NB;NB568.5.A-Z;Special aspects or movements, A-Z
NB;NB615;14th-16th centuries
NB;NB687;General works
NB;NB687.5.A-Z;Special aspects or movements, A-Z
NB;NB688;General works
NB;NB688.5.A-Z;Special aspects or movements, A-Z
NB;NB888;General works
NB;NB888.5.A-Z;Special aspects or movements, A-Z
NB;NB888.6;General works
NB;NB888.65.A-Z;Special aspects or movements, A-Z
NB;NB1115;Sculptors - Collective biography
NB;NB1120;General works
NB;NB1125;United States
NB;NB1130.A-Z;Other regions or countries, A-Z
NB;NB1132.A-Z;United States. By name of school, A-Z
NB;NB1133.A-Z;Other countries. By country and name of school, A-Z
NB;NB1134;General and international
NB;NB1134.3;United States
NB;NB1134.4.A-Z;Other countries, A-Z
NB;NB1135;Theory. Aesthetics
NB;NB1137;Relation to other arts. Sculpture and architecture
NB;NB1138;Early works through 1800
NB;NB1140;1801-
NB;NB1142;General works
NB;NB1142.5;Appreciation of sculpture
NB;NB1143;Juvenile works
NB;NB1145;Addresses, essays, lectures
NB;NB1150;Atlases. Iconographies
NB;NB1153.A-Z;Sculpture in relation to other subjects, A-Z
NB;NB1160;Designs for sculpture
NB;NB1170;Technique
NB;NB1180;Modeling
NB;NB1185;Modeling in general casts
NB;NB1190;Making of plaster casts
NB;NB1195;Instruments and apparatus
NB;NB1198;Mutilation or defacement of sculpture
NB;NB1199;Restoration of sculptures
NB;NB1200.A-Z;Special. By restorer, A-Z
NB;NB1201;General works
NB;NB1201.5.A-Z;Special. By forger, or work of art, A-Z
NB;NB1202;Sculpture materials
NB;NB1203;Soft sculpture
NB;NB1208;General works
NB;NB1209.A-Z;By region or country, A-Z
NB;NB1210.A-Z;Special types, A-Z
NB;NB1215;Cement. Concrete
NB;NB1220;Metals
NB;NB1230;Bronze
NB;NB1240.A-Z;Other metals, A-Z
NB;NB1250;Wood. Driftwood
NB;NB1255.A-Z;Special. By country, A-Z
NB;NB1265;Terra cotta
NB;NB1267;Brick
NB;NB1270.A-Z;Other materials, A-Z
NB;NB1271;Found objects sculpture
NB;NB1272;Mobiles. Kinetic sculpture
NB;NB1275;Color in sculpture. Polychromy
NB;NB1276;Large-scale sculpture
NB;NB1277;Small sculpture
NB;NB1278;Sculpture gardens. Sculpture parks
NB;NB1280;Sculpture in relief (Bas-relief, high relief, etc.)
NB;NB1282;Portals
NB;NB1283.A-Z;Special. By city or site, A-Z
NB;NB1285;Doors
NB;NB1287.A-Z;Special. By city or site, A-Z
NB;NB1288;Facades
NB;NB1290;Monumental reliefs
NB;NB1291.A-Z;Special. By city (or by name if non-urban), A-Z
NB;NB1293;General works
NB;NB1296;Ancient
NB;NB1296.2;Egyptian
NB;NB1296.3;Classical
NB;NB1297;Medieval
NB;NB1298;Renaissance and modern
NB;NB1299;17th-18th centuries
NB;NB1300;19th century
NB;NB1301;20th century
NB;NB1303;United States
NB;NB1305.A-Z;Other regions or countries, A-Z
NB;NB1309;Busts
NB;NB1310;Life masks. Death masks
NB;NB1312;General works
NB;NB1313.A-Z;By region or country, A-Z
NB;NB1330;General works
NB;NB1340;Ancient
NB;NB1350;Etruscan
NB;NB1360;Greek and Roman
NB;NB1370;Greek
NB;NB1380;Roman
NB;NB1390.A-Z;Other. By country, A-Z
NB;NB1420;Medieval
NB;NB1450;Modern
NB;NB1501-1685;Special regions or countries (Table N2)
NB;NB1750;General works
NB;NB1753.A-Z;Special. By place, A-Z
NB;NB1790;General works
NB;NB1793.A-Z;Special countries, A-Z
NB;NB1800;General works
NB;NB1803.A-Z;By region or country, A-Z
NB;NB1805;Mausoleums
NB;NB1810;Sarcophagi
NB;NB1820;Effigies
NB;NB1830;Incised slabs
NB;NB1840;General works
NB;NB1841;United States
NB;NB1842;England
NB;NB1843;France
NB;NB1844;Germany
NB;NB1845;Italy
NB;NB1846.A-Z;Other regions or countries, A-Z
NB;NB1850;General works
NB;NB1851;Drawing and design
NB;NB1853;Gothic styles
NB;NB1855;General works
NB;NB1856.A-Z;Special places, A-Z
NB;NB1857;Designs and catalogs
NB;NB1859;Europe
NB;NB1860;Great Britain. England
NB;NB1862;Scotland
NB;NB1863;Ireland
NB;NB1865;France
NB;NB1870;Germany
NB;NB1875;Italy
NB;NB1880.A-Z;Other regions or countries, A-Z
NB;NB1895;Wells
NB;NB1910;General works
NB;NB1912.A-Z;Special, A-Z
NB;NB1920;General works
NB;NB1925.A-Z;Special, A-Z
NB;NB1930;General works
NB;NB1932;Special details of the human body (not A-Z)
NB;NB1935;Children
NB;NB1935.5;Couples
NB;NB1936;Women
NB;NB1940;General works
NB;NB1942.A-Z;Special, A-Z
NB;NB1950;Plants
NB;NB1952.A-Z;Other subjects or themes in sculpture, A-Z
NC;NC1;Periodicals and societies
NC;NC5;Congresses
NC;NC15.A-Z;United States. By city and museum or other place of exhibition, A-Z
NC;NC17.A-Z;Other countries. By country and city, A-Z
NC;NC20;Collective
NC;NC23.A-Z;Special countries, A-Z
NC;NC25.A-Z;United States. By city and museum, A-Z
NC;NC27.A-Z;Other countries. By country and city, A-Z
NC;NC30;Collective
NC;NC31.A-Z;Special. By collector, A-Z
NC;NC33.A-Z;Other regions or countries, A-Z
NC;NC37;Catalogues raisonnés (General)
NC;NC38;Sales catalogs
NC;NC38.5;Auction catalogs
NC;NC40;Several authors
NC;NC42.A-Z;Individual authors, A-Z
NC;NC45;Collective biography
NC;NC50;General works
NC;NC52;Miscellaneous albums of drawings
NC;NC53;General special
NC;NC53.5;Intercultural relations in drawing (General)
NC;NC54;Primitive
NC;NC55;Ancient
NC;NC57;Greek
NC;NC60;Roman
NC;NC65.A-Z;Other. By country, A-Z
NC;NC70;Medieval
NC;NC75.A-Z;Special works, by name (artists unknown), A-Z
NC;NC80;Modern
NC;NC85;Renaissance. 16th century
NC;NC86;17th century
NC;NC87;General works
NC;NC87.5.A-Z;Drawings in special styles, A-Z
NC;NC89;19th and 20th centuries
NC;NC90;General works
NC;NC90.5.A-Z;Drawings in special styles, A-Z
NC;NC95;General works
NC;NC95.5.A-Z;Drawings in special styles, A-Z
NC;NC96;21st century
NC;NC101-377;Special regions or countries (Table N3 modified)
NC;NC2.A-Z;Local, A-Z
NC;NC3.A-Z;Special artists, A-Z
NC;NC242.A-Z;Special artists, A-Z
NC;NC255;General works
NC;NC256.A-Z;Local, A-Z
NC;NC257.A-Z;Special artists, A-Z
NC;NC261;General works
NC;NC262.A-Z;Local, A-Z
NC;NC263.A-Z;Special artists, A-Z
NC;NC264;General works
NC;NC265.A-Z;Local, A-Z
NC;NC266.A-Z;Special artists, A-Z
NC;NC390;History
NC;NC401-585;Special regions or countries (Table N2)
NC;NC590;General works
NC;NC593;General special
NC;NC597;Outlines, syllabi, etc.
NC;NC599;Examinations, questions, etc.
NC;NC610;Periodicals and societies
NC;NC615;General works. Theory. Essays, etc.
NC;NC620.A-Z;Special systems of instruction, A-Z
NC;NC625;Kindergarten and primary
NC;NC630;Elementary
NC;NC635;Secondary
NC;NC640;Correspondence school textbooks
NC;NC650;Popular works for self-instruction
NC;NC655;For children
NC;NC660;Studies and patterns for purposes of instruction
NC;NC670;Drawing books for children's amusements
NC;NC673;General and international
NC;NC674;United States
NC;NC675.A-Z;Other American. By region or country, A-Z
NC;NC676.A-Z;Europe. By region or country, A-Z
NC;NC677.A-Z;Other regions or countries. By region or country, A-Z
NC;NC703;Theory of design
NC;NC705;Early works to 1850
NC;NC710;1851-
NC;NC715;General special
NC;NC720;Essays, lectures, etc.
NC;NC720.2;Quotations, maxims, etc.
NC;NC725;Collectors' manuals
NC;NC730;General works
NC;NC735;Studies for artists
NC;NC740;Composition
NC;NC748;History
NC;NC749;Early works to 1800
NC;NC750;1801-
NC;NC754;Line drawing
NC;NC755;Light and shade
NC;NC757;Reflections
NC;NC758;Color drawing
NC;NC760;Art anatomy
NC;NC765;Figures. Proportions
NC;NC770;Faces. Heads
NC;NC772;Collections of portrait drawings
NC;NC773;Sketching of portraits
NC;NC774;Hands, feet and other details
NC;NC775;Drapery on the human figure
NC;NC778;Pinup art
NC;NC780;General works
NC;NC780.5;Extinct animals. Dinosaurs. Prehistoric animals. Fossil animals
NC;NC780.7;Endangered species
NC;NC781;Fishes. Sharks. Whales. Marine fauna
NC;NC782;Birds
NC;NC783;Insects
NC;NC783.8.A-Z;Other animals, A-Z
NC;NC785;Action in art
NC;NC787;Animal locomotion
NC;NC790;Landscapes
NC;NC795;Sketching
NC;NC799;Sketching machines
NC;NC800;Landscape studies
NC;NC805;Trees. Plants. Flowers
NC;NC810;Trees
NC;NC815;Plants and flowers
NC;NC817;Marine drawing
NC;NC825.A-Z;Other subjects, A-Z
NC;NC845;General works
NC;NC847;Paper
NC;NC850;Charcoal. Charcoal and crayon
NC;NC855;Crayon
NC;NC860;Crayon portraits
NC;NC865;Blackboard drawing. Chalk talks
NC;NC867;Chalk drawing
NC;NC870;Colored crayons. Wax crayons
NC;NC875;Stump drawing
NC;NC877.8;General works
NC;NC878;Dry markers
NC;NC878.6;Felt markers
NC;NC880;Pastel
NC;NC885;Pastels (Reproductions)
NC;NC890;General works
NC;NC892;Colored pencils. Colored pencil portraits
NC;NC895;Pencil drawings (Reproductions)
NC;NC900;General works
NC;NC902;Silverpoint drawings (Reproductions)
NC;NC905;Pen and ink
NC;NC910;General works
NC;NC910.2.A-Z;By region or country, A-Z
NC;NC910.5.A-Z;Special artists, A-Z
NC;NC915.A-Z;Other, A-Z
NC;NC930;Conservation and restoration of drawings
NC;NC950;Drawing for reproduction
NC;NC953;General works
NC;NC953.5.A-Z;By region or country, A-Z
NC;NC953.8.A-Z;Special artists, A-Z
NC;NC960;Illustration
NC;NC961.A-Z;United States. By city and museum or other place of exhibition, A-Z
NC;NC961.5.A-Z;Other countries. By country and city, A-Z
NC;NC961.55.A-Z;Private collections. By collector, A-Z
NC;NC961.6;Collective biography
NC;NC961.63;Directories
NC;NC961.7.A-Z;Special subjects, A-Z
NC;NC963.A-Z;Special styles, A-Z
NC;NC965;General works
NC;NC965.7.A-Z;Special subjects, A-Z
NC;NC965.8.A-Z;Special characters, persons, or classes of persons, A-Z
NC;NC965.85;Picture books
NC;NC965.9;Coloring books
NC;NC966;General works
NC;NC966.5.A-Z;By region or country, A-Z
NC;NC966.8.A-Z;Special artists, A-Z
NC;NC968;General works
NC;NC968.5.A-Z;Special subjects, A-Z
NC;NC970;Newspaper illustration
NC;NC972;General works
NC;NC972.2.A-Z;By region or country, A-Z
NC;NC972.4.A-Z;Special artists, A-Z
NC;NC973;General works
NC;NC973.5.A-Z;By region or country, A-Z
NC;NC973.8.A-Z;Special artists, A-Z
NC;NC974;General works
NC;NC974.2.A-Z;Special subjects, A-Z
NC;NC974.3.A-Z;Magazine covers in special styles, A-Z
NC;NC974.4.A-Z;Special magazines. By title of magazine, A-Z
NC;NC975;General works
NC;NC975.5.A-Z;Special illustrators, A-Z
NC;NC975.6;General works
NC;NC975.7.A-Z;Special illustrators, A-Z
NC;NC975.8;Latin America (General)
NC;NC975.9;South America (General)
NC;NC976.A-Z;Individual Latin American countries, A-Z
NC;NC977;Europe (General)
NC;NC978;General works
NC;NC978.5.A-Z;Special illustrators, A-Z
NC;NC979;General works
NC;NC979.5.A-Z;Special illustrators, A-Z
NC;NC980;General works
NC;NC980.5.A-Z;Special illustrators, A-Z
NC;NC980.8;German, Austrian, and Swiss (Collectively)
NC;NC981;General works
NC;NC981.5.A-Z;Special illustrators, A-Z
NC;NC981.6;General works
NC;NC981.62.A-Z;Special illustrators, A-Z
NC;NC982;General works
NC;NC982.5.A-Z;Special illustrators, A-Z
NC;NC983;General works
NC;NC983.5.A-Z;Special illustrators, A-Z
NC;NC984;General works
NC;NC984.5.A-Z;Special illustrators, A-Z
NC;NC985;General works
NC;NC985.5.A-Z;Special illustrators, A-Z
NC;NC986;General works
NC;NC986.5.A-Z;Special illustrators, A-Z
NC;NC987;General works
NC;NC987.5.A-Z;Special illustrators, A-Z
NC;NC988;General works
NC;NC988.5.A-Z;Special illustrators, A-Z
NC;NC989.A-Z;Other European, A-Z
NC;NC990;Asia
NC;NC990.5;General works
NC;NC990.6.A-Z;Special illustrators, A-Z
NC;NC991;General works
NC;NC991.5.A-Z;Special illustrators, A-Z
NC;NC992.A-Z;Other Asian, A-Z
NC;NC994;General works
NC;NC994.5.A-Z;Special illustrators, A-Z
NC;NC995;General works
NC;NC995.5.A-Z;Special illustrators, A-Z
NC;NC995.8.A-Z;Other countries, A-Z
NC;NC998;General works
NC;NC998.2;Early to 1900
NC;NC998.4;1900-
NC;NC998.45.A-Z;Special styles or movements, A-Z
NC;NC998.6.A-Z;Other regions or countries, A-Z
NC;NC999;Directories
NC;NC999.2;Collective biography
NC;NC999.4.A-Z;United States. By designer, etc., A-Z
NC;NC999.6.A-Z;Other countries. By country and designer, etc., A-Z
NC;NC1000;Study and teaching. Techniques
NC;NC1000.5;Data processing. Computer-aided design
NC;NC1001;Commercial art as a profession
NC;NC1001.5;Awards, prizes, etc.
NC;NC1001.6;Economics of commercial art
NC;NC1002.A-Z;Special topics, A-Z
NC;NC1003;Trademark design
NC;NC1280;General works
NC;NC1281.52;Illustrated chapbooks
NC;NC1282.A-Z;By subject, A-Z
NC;NC1284.A-Z;By region or country, A-Z
NC;NC1300;Periodicals and societies
NC;NC1302;Congresses
NC;NC1305;Collective biography
NC;NC1310.A-Z;United States. By city and museum or other place of exhibition, A-Z
NC;NC1312.A-Z;Other countries. By country and city, A-Z
NC;NC1313;Collective
NC;NC1314.A-Z;Special countries, A-Z
NC;NC1315.A-Z;United States. By city and museum, A-Z
NC;NC1316.A-Z;Other countries. By country and city, A-Z
NC;NC1318.A-Z;Private collections. By collector, A-Z
NC;NC1320;General works (technique, etc.)
NC;NC1325;General works
NC;NC1330;Ancient
NC;NC1335;Medieval
NC;NC1340;General works
NC;NC1345;18th century
NC;NC1350;19th century
NC;NC1355;20th century
NC;NC1360;21st century
NC;NC1400;America
NC;NC1410;North America
NC;NC1420;General works
NC;NC1423;Before 19th century
NC;NC1425;19th century
NC;NC1426;20th century
NC;NC1426.3.A-Z;Special works. By name, A-Z
NC;NC1426.4;21st century
NC;NC1426.45.A-Z;Special works. By name, A-Z
NC;NC1427.A-Z;Collections and exhibitions of works produced in the United States. By city and
NC;NC1428.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1429.A-Z;Special artists, A-Z
NC;NC1440;General works
NC;NC1443;Before 19th century
NC;NC1445;19th century
NC;NC1446;20th century
NC;NC1446.3.A-Z;Special works. By name, A-Z
NC;NC1446.4;21st century
NC;NC1447.A-Z;Collections and exhibitions of works produced in Canada. By city and museum or
NC;NC1448.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1449.A-Z;Special artists, A-Z
NC;NC1450;Latin America
NC;NC1455.A-Z;Special countries, A-Z
NC;NC1458.A-Z;Collections from special newspapers or periodicals. By name of publication, A-Z
NC;NC1460.A-Z;Special artists, A-Z
NC;NC1461;West Indies
NC;NC1462.A-Z;Special countries, A-Z
NC;NC1463.A-Z;Special artists, A-Z
NC;NC1465;Europe
NC;NC1470;General works
